question_id,question
Q01645,do you need information about the san antonio international airport
Q03267,would you like the different services that are provided
Q02384,do you want to learn how to recycle lead acid batteries
Q00057,are you going to purchase any specific product related to your search
Q00953,are you looking for nearby coding classes
Q02510,how complex of an answer are you hoping to find
Q02642,is your request related to raised garden beds
Q01021,are you looking for someone to design a site for you or a site that allows you to do it yourself
Q02222,do you want to know the meaning of the seven deadly sins
Q03734,would you like to learn about how blue throated hummingbirds eat
Q02523,how low would you like to lower your heart rate
Q00043,are you concerned about other people seeing your history
Q03638,would you like to know the zip code of kansas city mo
Q00059,are you going to purchase anything there
Q00719,are you looking for activities that can be done inside or outside
Q01265,are you referring to the joints you roll
Q03895,would you like to see the definitions of appraisal
Q02977,when do you expect to need coverage to begin
Q02987,where in specific in dutchess county were you curious about
Q01997,do you want to know about the geographical history of the island
Q00216,are you interested in going to south africa
Q03355,would you like to hear about treatments for this disease
Q01166,are you looking to purchase an mgb
Q02824,what kind of information do you need about rock and gem shows
Q01695,do you need the definition of diversity
Q00176,are you interested in computer memory
Q00461,are you interested in the levels of dangers associated with asbsestos
Q00310,are you interested in making reservations at a restaurant in traverse city
Q01715,do you need to know all of the locations for french lick resort and casino
Q03584,would you like to know the century he was born
Q00190,are you interested in east ridge high school latest news
Q00004,according to anima the bible or what other source
Q01994,do you want to know about the cause of von willebrand disease
Q00532,are you interested in visiting ontario california airport
Q03463,would you like to know how many movies ron howard has directed
Q01569,do you mean do not resuscitate
Q02700,what age group are you reffering to
Q01321,are you seeking an event calendar for dutchess county
Q02141,do you want to know if you can grow vines in shade
Q03706,would you like to know where to buy weather strips
Q00577,are you interested to see images of it
Q00245,are you interested in how wiki is used
Q03310,would you like to buy ham radio equipment
